2018-11-23T06:08:40.704Z INFO   - Saw 1 messages before logger start
[33m2018-11-23T06:11:18.846Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:5552: 3540 millis[0m
[33m2018-11-23T06:11:21.951Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:33817: 3120 millis[0m
[33m2018-11-23T06:11:21.952Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:45629: 3123 millis[0m
[33m2018-11-23T06:11:21.954Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:44777: 3123 millis[0m
[33m2018-11-23T06:11:21.955Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:43631: 3108 millis[0m
[33m2018-11-23T06:11:21.958Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:5552: 3112 millis[0m
[33m2018-11-23T06:11:25.528Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Scheduled sending of heartbeat was delayed. Previous heartbeat was sent [6687] ms ago, expected interval is [1000] ms. This may cause failure detection to mark members as unreachable. The reason can be thread starvation, e.g. by running blocking tasks on the default dispatcher, CPU overload, or GC.[0m
[33m2018-11-23T06:11:27.659Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Scheduled sending of heartbeat was delayed. Previous heartbeat was sent [2129] ms ago, expected interval is [1000] ms. This may cause failure detection to mark members as unreachable. The reason can be thread starvation, e.g. by running blocking tasks on the default dispatcher, CPU overload, or GC.[0m
[33m2018-11-23T06:11:27.667Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:45629: 5714 millis[0m
[33m2018-11-23T06:11:27.671Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:5552: 5711 millis[0m
[33m2018-11-23T06:11:31.039Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://PkAssembly-system@192.168.122.1:43690: 9074 millis[0m
[33m2018-11-23T06:11:31.039Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:43631: 9085 millis[0m
[33m2018-11-23T06:11:31.039Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:5552: 3368 millis[0m
[33m2018-11-23T06:11:31.039Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:45629: 3373 millis[0m
[33m2018-11-23T06:11:31.039Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:33817: 9079 millis[0m
[33m2018-11-23T06:11:31.040Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Scheduled sending of heartbeat was delayed. Previous heartbeat was sent [3368] ms ago, expected interval is [1000] ms. This may cause failure detection to mark members as unreachable. The reason can be thread starvation, e.g. by running blocking tasks on the default dispatcher, CPU overload, or GC.[0m
[33m2018-11-23T06:11:31.042Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:44777: 9076 millis[0m
[33m2018-11-23T06:11:33.131Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Scheduled sending of heartbeat was delayed. Previous heartbeat was sent [2088] ms ago, expected interval is [1000] ms. This may cause failure detection to mark members as unreachable. The reason can be thread starvation, e.g. by running blocking tasks on the default dispatcher, CPU overload, or GC.[0m
[33m2018-11-23T06:11:33.135Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:33817: 2096 millis[0m
[33m2018-11-23T06:11:33.135Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:45629: 2096 millis[0m
[33m2018-11-23T06:11:33.136Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:44777: 2091 millis[0m
[33m2018-11-23T06:11:36.779Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Scheduled sending of heartbeat was delayed. Previous heartbeat was sent [3647] ms ago, expected interval is [1000] ms. This may cause failure detection to mark members as unreachable. The reason can be thread starvation, e.g. by running blocking tasks on the default dispatcher, CPU overload, or GC.[0m
[33m2018-11-23T06:11:38.875Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Scheduled sending of heartbeat was delayed. Previous heartbeat was sent [2095] ms ago, expected interval is [1000] ms. This may cause failure detection to mark members as unreachable. The reason can be thread starvation, e.g. by running blocking tasks on the default dispatcher, CPU overload, or GC.[0m
[33m2018-11-23T06:11:38.880Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:45629: 5744 millis[0m
[33m2018-11-23T06:11:42.794Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Scheduled sending of heartbeat was delayed. Previous heartbeat was sent [3918] ms ago, expected interval is [1000] ms. This may cause failure detection to mark members as unreachable. The reason can be thread starvation, e.g. by running blocking tasks on the default dispatcher, CPU overload, or GC.[0m
[33m2018-11-23T06:11:42.794Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:43631: 11748 millis[0m
[33m2018-11-23T06:11:42.795Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Marking node(s) as UNREACHABLE [Member(address = akka.tcp://csw-cluster@192.168.122.1:5552, status = Up)]. Node roles [dc-default][0m
[33m2018-11-23T06:11:46.423Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Marking node(s) as UNREACHABLE [Member(address = akka.tcp://csw-cluster@192.168.122.1:33817, status = Up), Member(address = akka.tcp://csw-cluster@192.168.122.1:44777, status = Up)]. Node roles [dc-default][0m
[33m2018-11-23T06:11:46.424Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://PkAssembly-system@192.168.122.1:43690: 15378 millis[0m
[33m2018-11-23T06:11:50.017Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:33817: 9672 millis[0m
[33m2018-11-23T06:11:50.017Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:33817: 7209 millis[0m
[33m2018-11-23T06:11:50.017Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Scheduled sending of heartbeat was delayed. Previous heartbeat was sent [7212] ms ago, expected interval is [1000] ms. This may cause failure detection to mark members as unreachable. The reason can be thread starvation, e.g. by running blocking tasks on the default dispatcher, CPU overload, or GC.[0m
[33m2018-11-23T06:11:50.017Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:43631: 7223 millis[0m
[33m2018-11-23T06:11:50.017Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:45629: 11138 millis[0m
[33m2018-11-23T06:11:57.399Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Scheduled sending of heartbeat was delayed. Previous heartbeat was sent [7378] ms ago, expected interval is [1000] ms. This may cause failure detection to mark members as unreachable. The reason can be thread starvation, e.g. by running blocking tasks on the default dispatcher, CPU overload, or GC.[0m
[33m2018-11-23T06:11:57.400Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Marking node(s) as UNREACHABLE [Member(address = akka.tcp://csw-cluster@192.168.122.1:5552, status = Up)]. Node roles [dc-default][0m
[33m2018-11-23T06:11:57.406Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:43631: 7388 millis[0m
[33m2018-11-23T06:11:57.406Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:45629: 7388 millis[0m
[33m2018-11-23T06:11:57.412Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://csw-cluster@192.168.122.1:33817: 7394 millis[0m
[33m2018-11-23T06:11:57.412Z WARN :akka  - heartbeat interval is growing too large for address akka.tcp://PkAssembly-system@192.168.122.1:43690: 10989 millis[0m
[33m2018-11-23T06:12:00.645Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Scheduled sending of heartbeat was delayed. Previous heartbeat was sent [3245] ms ago, expected interval is [1000] ms. This may cause failure detection to mark members as unreachable. The reason can be thread starvation, e.g. by running blocking tasks on the default dispatcher, CPU overload, or GC.[0m
[33m2018-11-23T06:12:08.298Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Scheduled sending of heartbeat was delayed. Previous heartbeat was sent [7652] ms ago, expected interval is [1000] ms. This may cause failure detection to mark members as unreachable. The reason can be thread starvation, e.g. by running blocking tasks on the default dispatcher, CPU overload, or GC.[0m
[33m2018-11-23T06:12:08.298Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Marking node(s) as UNREACHABLE [Member(address = akka.tcp://csw-cluster@192.168.122.1:44777, status = Up)]. Node roles [dc-default][0m
[33m2018-11-23T06:12:10.517Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Marking node(s) as UNREACHABLE [Member(address = akka.tcp://csw-cluster@192.168.122.1:5552, status = Up), Member(address = akka.tcp://csw-cluster@192.168.122.1:45629, status = Up)]. Node roles [dc-default][0m
[33m2018-11-23T06:12:25.192Z WARN :akka  - Detected unreachable: [akka.tcp://PkAssembly-system@192.168.122.1:43690][0m
[33m2018-11-23T06:12:28.707Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Marking node(s) as UNREACHABLE [Member(address = akka.tcp://csw-cluster@192.168.122.1:33817, status = Up), Member(address = akka.tcp://csw-cluster@192.168.122.1:43631, status = Up)]. Node roles [dc-default][0m
[33m2018-11-23T06:13:06.205Z WARN :akka  - Remote connection to [/192.168.122.1:56982] failed with java.io.IOException: Broken pipe[0m
[33m2018-11-23T06:13:06.205Z WARN :akka  - Remote connection to [/192.168.122.1:57888] failed with java.io.IOException: Broken pipe[0m
[33m2018-11-23T06:13:06.207Z WARN :akka  - Remote connection to [/192.168.122.1:57888] failed with java.io.IOException: Broken pipe[0m
[33m2018-11-23T06:13:06.212Z WARN :akka  - Remote connection to [/192.168.122.1:42390] failed with java.io.IOException: Broken pipe[0m
[33m2018-11-23T06:13:10.238Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Scheduled sending of heartbeat was delayed. Previous heartbeat was sent [61940] ms ago, expected interval is [1000] ms. This may cause failure detection to mark members as unreachable. The reason can be thread starvation, e.g. by running blocking tasks on the default dispatcher, CPU overload, or GC.[0m
[33m2018-11-23T06:13:10.239Z WARN :akka  - Remote connection to [/192.168.122.1:42378] failed with java.io.IOException: Broken pipe[0m
[33m2018-11-23T06:13:13.830Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Scheduled sending of heartbeat was delayed. Previous heartbeat was sent [3589] ms ago, expected interval is [1000] ms. This may cause failure detection to mark members as unreachable. The reason can be thread starvation, e.g. by running blocking tasks on the default dispatcher, CPU overload, or GC.[0m
[33m2018-11-23T06:13:13.832Z WARN :akka  - Remote connection to [/192.168.122.1:42390] failed with java.io.IOException: Broken pipe[0m
[33m2018-11-23T06:13:13.832Z WARN :akka  - Remote connection to [/192.168.122.1:42390] failed with java.io.IOException: Broken pipe[0m
[33m2018-11-23T06:13:13.832Z WARN :akka  - Remote connection to [/192.168.122.1:42390] failed with java.io.IOException: Broken pipe[0m
[33m2018-11-23T06:13:13.832Z WARN :akka  - Remote connection to [/192.168.122.1:42390] failed with java.io.IOException: Broken pipe[0m
[33m2018-11-23T06:13:13.832Z WARN :akka  - Remote connection to [/192.168.122.1:42390] failed with java.io.IOException: Broken pipe[0m
[33m2018-11-23T06:13:13.832Z WARN :akka  - Remote connection to [/192.168.122.1:42390] failed with java.io.IOException: Broken pipe[0m
[33m2018-11-23T06:13:13.832Z WARN :akka  - Remote connection to [/192.168.122.1:42390] failed with java.io.IOException: Broken pipe[0m
[33m2018-11-23T06:13:13.832Z WARN :akka  - Remote connection to [/192.168.122.1:42390] failed with java.io.IOException: Broken pipe[0m
[33m2018-11-23T06:13:13.832Z WARN :akka  - Remote connection to [/192.168.122.1:42390] failed with java.io.IOException: Broken pipe[0m
[33m2018-11-23T06:13:13.832Z WARN :akka  - Remote connection to [/192.168.122.1:42390] failed with java.io.IOException: Broken pipe[0m
[33m2018-11-23T06:13:13.832Z WARN :akka  - Remote connection to [/192.168.122.1:42390] failed with java.io.IOException: Broken pipe[0m
[33m2018-11-23T06:13:13.832Z WARN :akka  - Remote connection to [/192.168.122.1:42390] failed with java.io.IOException: Broken pipe[0m
[33m2018-11-23T06:13:13.832Z WARN :akka  - Remote connection to [/192.168.122.1:42390] failed with java.io.IOException: Broken pipe[0m
[33m2018-11-23T06:13:18.537Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Scheduled sending of heartbeat was delayed. Previous heartbeat was sent [4706] ms ago, expected interval is [1000] ms. This may cause failure detection to mark members as unreachable. The reason can be thread starvation, e.g. by running blocking tasks on the default dispatcher, CPU overload, or GC.[0m
[31m2018-11-23T06:13:18.540Z ERROR event-service-lib (EventPublisherUtil.scala 46) - Publishing failed for [SystemEvent(eventId=Id(ed74183f-d3f8-4b39-9f2d-addec3570fbb), source=Prefix(tcs.pk), eventName=mcsdemandpositions, eventTime=2018-11-23T06:09:08.632Z, paramSet=Set(mcs.az((44.127987692323074)NoUnits), mcs.el((-54.48032731862967)NoUnits), timeStamp((1542874618172)NoUnits), assemblyReceivalTime((1542953348632)NoUnits)))] [Stacktrace] csw.services.event.api.exceptions.PublishFailure: Publishing failed for [SystemEvent(eventId=Id(ed74183f-d3f8-4b39-9f2d-addec3570fbb), source=Prefix(tcs.pk), eventName=mcsdemandpositions, eventTime=2018-11-23T06:09:08.632Z, paramSet=Set(mcs.az((44.127987692323074)NoUnits), mcs.el((-54.48032731862967)NoUnits), timeStamp((1542874618172)NoUnits), assemblyReceivalTime((1542953348632)NoUnits)))]
	at csw.services.event.internal.redis.RedisPublisher$$anonfun$publish$3.applyOrElse(RedisPublisher.scala:50)
	at csw.services.event.internal.redis.RedisPublisher$$anonfun$publish$3.applyOrElse(RedisPublisher.scala:48)
	at scala.runtime.AbstractPartialFunction.apply(AbstractPartialFunction.scala:34)
	at scala.util.Failure.recover(Try.scala:230)
	at scala.concurrent.Future.$anonfun$recover$1(Future.scala:391)
	at scala.concurrent.impl.Promise.liftedTree1$1(Promise.scala:29)
	at scala.concurrent.impl.Promise.$anonfun$transform$1(Promise.scala:29)
	at scala.concurrent.impl.CallbackRunnable.run(Promise.scala:60)
	at akka.dispatch.BatchingExecutor$AbstractBatch.processBatch(BatchingExecutor.scala:55)
	at akka.dispatch.BatchingExecutor$BlockableBatch.$anonfun$run$1(BatchingExecutor.scala:91)
	at scala.runtime.java8.JFunction0$mcV$sp.apply(JFunction0$mcV$sp.java:12)
	at scala.concurrent.BlockContext$.withBlockContext(BlockContext.scala:81)
	at akka.dispatch.BatchingExecutor$BlockableBatch.run(BatchingExecutor.scala:91)
	at akka.dispatch.TaskInvocation.run(AbstractDispatcher.scala:40)
	at akka.dispatch.ForkJoinExecutorConfigurator$AkkaForkJoinTask.exec(ForkJoinExecutorConfigurator.scala:44)
	at akka.dispatch.forkjoin.ForkJoinTask.doExec(ForkJoinTask.java:260)
	at akka.dispatch.forkjoin.ForkJoinPool$WorkQueue.runTask(ForkJoinPool.java:1339)
	at akka.dispatch.forkjoin.ForkJoinPool.runWorker(ForkJoinPool.java:1979)
	at akka.dispatch.forkjoin.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:107)
Caused by: io.netty.handler.codec.EncoderException: java.lang.OutOfMemoryError: GC overhead limit exceeded
	at io.netty.handler.codec.MessageToByteEncoder.write(MessageToByteEncoder.java:125)
	at io.netty.channel.AbstractChannelHandlerContext.invokeWrite0(AbstractChannelHandlerContext.java:738)
	at io.netty.channel.AbstractChannelHandlerContext.invokeWrite(AbstractChannelHandlerContext.java:730)
	at io.netty.channel.AbstractChannelHandlerContext.write(AbstractChannelHandlerContext.java:816)
	at io.netty.channel.AbstractChannelHandlerContext.write(AbstractChannelHandlerContext.java:723)
	at io.lettuce.core.protocol.CommandHandler.writeSingleCommand(CommandHandler.java:366)
	at io.lettuce.core.protocol.CommandHandler.write(CommandHandler.java:334)
	at io.netty.channel.AbstractChannelHandlerContext.invokeWrite0(AbstractChannelHandlerContext.java:738)
	at io.netty.channel.AbstractChannelHandlerContext.invokeWrite(AbstractChannelHandlerContext.java:730)
	at io.netty.channel.AbstractChannelHandlerContext.access$1900(AbstractChannelHandlerContext.java:38)
	at io.netty.channel.AbstractChannelHandlerContext$AbstractWriteTask.write(AbstractChannelHandlerContext.java:1081)
	at io.netty.channel.AbstractChannelHandlerContext$WriteAndFlushTask.write(AbstractChannelHandlerContext.java:1128)
	at io.netty.channel.AbstractChannelHandlerContext$AbstractWriteTask.run(AbstractChannelHandlerContext.java:1070)
	at io.netty.util.concurrent.AbstractEventExecutor.safeExecute(AbstractEventExecutor.java:163)
	at io.netty.util.concurrent.SingleThreadEventExecutor.runAllTasks(SingleThreadEventExecutor.java:404)
	at io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:463)
	at io.netty.util.concurrent.SingleThreadEventExecutor$5.run(SingleThreadEventExecutor.java:884)
	at io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)
	at java.lang.Thread.run(Thread.java:748)
Caused by: java.lang.OutOfMemoryError: GC overhead limit exceeded
	at java.nio.ByteBuffer.allocate(ByteBuffer.java:335)
	at io.lettuce.core.codec.StringCodec.encodeAndAllocateBuffer(StringCodec.java:169)
	at io.lettuce.core.codec.StringCodec.encodeKey(StringCodec.java:149)
	at romaine.codec.RomaineByteCodec$$anon$1.toBytes(RomaineByteCodec.scala:16)
	at romaine.codec.RomaineRedisCodec.encodeKey(RomaineRedisCodec.scala:10)
	at io.lettuce.core.protocol.CommandArgs$KeyArgument.encode(CommandArgs.java:662)
	at io.lettuce.core.protocol.CommandArgs.encode(CommandArgs.java:344)
	at io.lettuce.core.protocol.Command.encode(Command.java:119)
	at io.lettuce.core.protocol.AsyncCommand.encode(AsyncCommand.java:183)
	at io.lettuce.core.protocol.CommandEncoder.encode(CommandEncoder.java:90)
	at io.lettuce.core.protocol.CommandEncoder.encode(CommandEncoder.java:75)
	at io.netty.handler.codec.MessageToByteEncoder.write(MessageToByteEncoder.java:107)
	... 18 more
[0m
[33m2018-11-23T06:13:23.297Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Scheduled sending of heartbeat was delayed. Previous heartbeat was sent [4756] ms ago, expected interval is [1000] ms. This may cause failure detection to mark members as unreachable. The reason can be thread starvation, e.g. by running blocking tasks on the default dispatcher, CPU overload, or GC.[0m
[33m2018-11-23T06:13:23.297Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Marking node(s) as UNREACHABLE [Member(address = akka.tcp://csw-cluster@192.168.122.1:41893, status = Up), Member(address = akka.tcp://csw-cluster@192.168.122.1:44777, status = Up)]. Node roles [dc-default][0m
[33m2018-11-23T06:13:18.541Z WARN :slf4j  (Slf4JLogger.java 141) - null Unexpected exception during request: java.lang.OutOfMemoryError: GC overhead limit exceeded [Stacktrace] java.lang.OutOfMemoryError: GC overhead limit exceeded
	at scala.collection.immutable.VectorBuilder.<init>(Vector.scala:640)
	at scala.collection.immutable.Vector$.newBuilder(Vector.scala:21)
	at csw_protobuf.parameter_types.LongItems.mergeFrom(ParameterTypesProto.scala:1024)
	at csw_protobuf.parameter_types.LongItems.mergeFrom(ParameterTypesProto.scala:992)
	at scalapb.LiteParser$.readMessage(LiteParser.scala:15)
	at csw_protobuf.parameter.PbParameter.mergeFrom(ParameterProto.scala:254)
	at csw_protobuf.parameter.PbParameter.mergeFrom(ParameterProto.scala:12)
	at scalapb.LiteParser$.readMessage(LiteParser.scala:15)
	at csw_protobuf.events.PbEvent.mergeFrom(PbEvent.scala:95)
	at csw_protobuf.events.PbEvent.mergeFrom(PbEvent.scala:10)
	at scalapb.LiteParser$.parseFrom(LiteParser.scala:9)
	at scalapb.GeneratedMessageCompanion.parseFrom(GeneratedMessageCompanion.scala:188)
	at scalapb.GeneratedMessageCompanion.parseFrom$(GeneratedMessageCompanion.scala:188)
	at csw_protobuf.events.PbEvent$.parseFrom(PbEvent.scala:158)
	at scalapb.GeneratedMessageCompanion.parseFrom(GeneratedMessageCompanion.scala:204)
	at scalapb.GeneratedMessageCompanion.parseFrom$(GeneratedMessageCompanion.scala:204)
	at csw_protobuf.events.PbEvent$.parseFrom(PbEvent.scala:158)
	at csw.services.event.internal.redis.EventRomaineCodecs$EventRomaineCodec$.fromBytes(EventRomaineCodecs.scala:29)
	at csw.services.event.internal.redis.EventRomaineCodecs$EventRomaineCodec$.fromBytes(EventRomaineCodecs.scala:20)
	at romaine.codec.RomaineRedisCodec.decodeValue(RomaineRedisCodec.scala:8)
	at io.lettuce.core.pubsub.PubSubOutput.handleOutput(PubSubOutput.java:91)
	at io.lettuce.core.pubsub.PubSubOutput.set(PubSubOutput.java:75)
	at io.lettuce.core.protocol.RedisStateMachine.safeSet(RedisStateMachine.java:373)
	at io.lettuce.core.protocol.RedisStateMachine.decode(RedisStateMachine.java:177)
	at io.lettuce.core.protocol.RedisStateMachine.decode(RedisStateMachine.java:77)
	at io.lettuce.core.protocol.CommandHandler.decode(CommandHandler.java:656)
	at io.lettuce.core.pubsub.PubSubCommandHandler.decode(PubSubCommandHandler.java:100)
	at io.lettuce.core.protocol.CommandHandler.channelRead(CommandHandler.java:508)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:362)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:348)
	at io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:340)
	at io.netty.channel.ChannelInboundHandlerAdapter.channelRead(ChannelInboundHandlerAdapter.java:86)
[0m
[33m2018-11-23T06:13:32.211Z WARN :slf4j  (Slf4JLogger.java 141) - null Unexpected exception during request: io.lettuce.core.RedisException: Invalid first byte: 10 [Stacktrace] io.lettuce.core.RedisException: Invalid first byte: 10
	at io.lettuce.core.protocol.RedisStateMachine.readReplyType(RedisStateMachine.java:233)
	at io.lettuce.core.protocol.RedisStateMachine.decode(RedisStateMachine.java:113)
	at io.lettuce.core.protocol.RedisStateMachine.decode(RedisStateMachine.java:77)
	at io.lettuce.core.protocol.CommandHandler.decode(CommandHandler.java:656)
	at io.lettuce.core.pubsub.PubSubCommandHandler.decode(PubSubCommandHandler.java:100)
	at io.lettuce.core.protocol.CommandHandler.channelRead(CommandHandler.java:508)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:362)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:348)
	at io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:340)
	at io.netty.channel.ChannelInboundHandlerAdapter.channelRead(ChannelInboundHandlerAdapter.java:86)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:362)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:348)
	at io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:340)
	at io.netty.channel.ChannelInboundHandlerAdapter.channelRead(ChannelInboundHandlerAdapter.java:86)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:362)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:348)
	at io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:340)
	at io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1434)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:362)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:348)
	at io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:965)
	at io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)
	at io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:645)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:580)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:497)
	at io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:459)
	at io.netty.util.concurrent.SingleThreadEventExecutor$5.run(SingleThreadEventExecutor.java:884)
	at io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)
	at java.lang.Thread.run(Thread.java:748)
[0m
[33m2018-11-23T06:13:32.211Z WARN :slf4j  (Slf4JLogger.java 141) - null Unexpected exception during request: io.lettuce.core.RedisException: Invalid first byte: 6 [Stacktrace] io.lettuce.core.RedisException: Invalid first byte: 6
	at io.lettuce.core.protocol.RedisStateMachine.readReplyType(RedisStateMachine.java:233)
	at io.lettuce.core.protocol.RedisStateMachine.decode(RedisStateMachine.java:113)
	at io.lettuce.core.protocol.RedisStateMachine.decode(RedisStateMachine.java:77)
	at io.lettuce.core.protocol.CommandHandler.decode(CommandHandler.java:656)
	at io.lettuce.core.pubsub.PubSubCommandHandler.decode(PubSubCommandHandler.java:100)
	at io.lettuce.core.protocol.CommandHandler.channelRead(CommandHandler.java:508)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:362)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:348)
	at io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:340)
	at io.netty.channel.ChannelInboundHandlerAdapter.channelRead(ChannelInboundHandlerAdapter.java:86)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:362)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:348)
	at io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:340)
	at io.netty.channel.ChannelInboundHandlerAdapter.channelRead(ChannelInboundHandlerAdapter.java:86)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:362)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:348)
	at io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:340)
	at io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1434)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:362)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:348)
	at io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:965)
	at io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)
	at io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:645)
